GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Unmarried-partner households:,Margin of Error; Unmarried-partner households:,Estimate; Unmarried-partner households: - Male householder and male partner,Margin of Error; Unmarried-partner households: - Male householder and male partner,Estimate; Unmarried-partner households: - Male householder and female partner,Margin of Error; Unmarried-partner households: - Male householder and female partner,Estimate; Unmarried-partner households: - Female householder and female partner,Margin of Error; Unmarried-partner households: - Female householder and female partner,Estimate; Unmarried-partner households: - Female householder and male partner,Margin of Error; Unmarried-partner households: - Female householder and male partner,Estimate; All other households,Margin of Error; All other households
1400000US11001009509,11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",1190,87,109,59,0,13,78,59,0,13,31,37,1081,99
1400000US11001009601,11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",773,68,30,33,0,13,9,17,21,32,0,13,743,75
1400000US11001009602,11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",1317,114,123,83,0,13,0,13,34,52,89,63,1194,134
1400000US11001009603,11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",1443,117,111,61,0,13,35,40,0,13,76,51,1332,109
1400000US11001009604,11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",1002,32,19,21,0,13,15,19,0,13,4,8,983,40
1400000US11001009700,11001009700,"Census Tract 97, District of Columbia, District of Columbia",986,134,32,28,0,13,20,32,0,13,12,19,954,137
1400000US11001009801,11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",557,64,15,16,0,13,0,13,0,13,15,16,542,63
1400000US11001009802,11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",519,94,36,35,0,13,0,13,0,13,36,35,483,89
1400000US11001009803,11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",1084,107,59,45,0,13,59,45,0,13,0,13,1025,108
1400000US11001009804,11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",989,70,77,55,0,13,25,38,0,13,52,45,912,88
1400000US11001009807,11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",1398,108,50,49,0,13,39,44,0,13,11,18,1348,116
1400000US11001009810,11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",1012,122,103,96,20,33,0,13,0,13,83,90,909,134
1400000US11001009811,11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",1723,138,279,158,0,13,131,99,31,46,117,115,1444,207
1400000US11001009901,11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",1010,72,14,20,0,13,14,20,0,13,0,13,996,75
